Datetime,symbol,price,volume
2021-07-09 12:51:00-04:00,MSFT,277.7099914550781,24437
2021-07-09 12:52:00-04:00,GOOGL,2511.4599609375,1863
2021-07-09 12:52:00-04:00,MSFT,277.7200012207031,40960
2021-07-09 12:53:00-04:00,GOOGL,2512.409912109375,880
2021-07-09 12:53:00-04:00,MSFT,277.739990234375,31450
2021-07-09 12:54:00-04:00,GOOGL,2512.239990234375,1189
2021-07-09 12:54:00-04:00,MSFT,277.7300109863281,26236
2021-07-09 12:55:00-04:00,GOOGL,2512.64990234375,1027
2021-07-09 12:55:00-04:00,MSFT,277.63018798828125,15946
2021-07-09 12:56:00-04:00,GOOGL,2512.030029296875,985
2021-07-09 12:56:00-04:00,MSFT,277.6499938964844,26345
2021-07-09 12:57:00-04:00,GOOGL,2512.3349609375,1688
2021-07-09 12:57:00-04:00,MSFT,277.6600036621094,16425
2021-07-09 12:58:00-04:00,GOOGL,2511.89990234375,308
2021-07-09 12:58:00-04:00,MSFT,277.6000061035156,21525
2021-07-09 12:59:00-04:00,GOOGL,2511.2900390625,1072
2021-07-09 12:59:00-04:00,MSFT,277.5899963378906,17488
2021-07-09 13:00:00-04:00,GOOGL,2510.969970703125,1278
2021-07-09 13:00:00-04:00,MSFT,277.5827941894531,25979
2021-07-09 13:01:00-04:00,GOOGL,2511.98486328125,752
2021-07-09 13:01:00-04:00,MSFT,277.5215148925781,39568
2021-07-09 13:02:00-04:00,GOOGL,2510.8701171875,1773
2021-07-09 13:02:00-04:00,MSFT,277.6099853515625,27699
2021-07-09 13:03:00-04:00,GOOGL,2510.580078125,890
2021-07-09 13:03:00-04:00,MSFT,277.5,23378
2021-07-09 13:04:00-04:00,GOOGL,2509.297607421875,1150
2021-07-09 13:04:00-04:00,MSFT,277.4849853515625,32601
2021-07-09 13:05:00-04:00,GOOGL,2509.14990234375,1595
2021-07-09 13:05:00-04:00,MSFT,277.4100036621094,38865
2021-07-09 13:06:00-04:00,GOOGL,2507.8349609375,2071
2021-07-09 13:06:00-04:00,MSFT,277.3450012207031,39443
2021-07-09 13:07:00-04:00,GOOGL,2506.864990234375,3371
2021-07-09 13:07:00-04:00,MSFT,277.30999755859375,54248
2021-07-09 13:08:00-04:00,GOOGL,2507.1298828125,776
2021-07-09 13:08:00-04:00,MSFT,277.3301086425781,30233
2021-07-09 13:09:00-04:00,GOOGL,2508.054931640625,1645
2021-07-09 13:09:00-04:00,MSFT,277.3399963378906,28975
2021-07-09 13:10:00-04:00,GOOGL,2509.080078125,374
2021-07-09 13:10:00-04:00,MSFT,277.3399963378906,52369
2021-07-09 13:11:00-04:00,GOOGL,2508.429931640625,1650
2021-07-09 13:11:00-04:00,MSFT,277.2799987792969,37479
2021-07-09 13:12:00-04:00,GOOGL,2507.90625,602
2021-07-09 13:12:00-04:00,MSFT,277.2900085449219,37521
2021-07-09 13:13:00-04:00,GOOGL,2509.030029296875,380
2021-07-09 13:13:00-04:00,MSFT,277.2699890136719,22214
2021-07-09 13:14:00-04:00,GOOGL,2508.4951171875,1115
2021-07-09 13:14:00-04:00,MSFT,277.1700134277344,28979
2021-07-09 13:15:00-04:00,GOOGL,2508.455078125,803
2021-07-09 13:15:00-04:00,MSFT,277.17999267578125,29832
2021-07-09 13:16:00-04:00,GOOGL,2509.330078125,642
2021-07-09 13:16:00-04:00,MSFT,277.2300109863281,22320
2021-07-09 13:17:00-04:00,GOOGL,2509.35009765625,2747
2021-07-09 13:17:00-04:00,MSFT,277.19500732421875,26064
2021-07-09 13:18:00-04:00,MSFT,277.125,32830
2021-07-09 13:19:00-04:00,GOOGL,2510.097900390625,1002
2021-07-09 13:19:00-04:00,MSFT,277.19000244140625,31562
2021-07-09 13:20:00-04:00,GOOGL,2510.280029296875,671
2021-07-09 13:20:00-04:00,MSFT,277.32598876953125,20457
2021-07-09 13:21:00-04:00,GOOGL,2510.090087890625,390
2021-07-09 13:21:00-04:00,MSFT,277.29998779296875,23761
2021-07-09 13:22:00-04:00,GOOGL,2508.304931640625,1153
2021-07-09 13:22:00-04:00,MSFT,277.29278564453125,39070
2021-07-09 13:23:00-04:00,GOOGL,2508.594970703125,1204
2021-07-09 13:23:00-04:00,MSFT,277.239990234375,14536
2021-07-09 13:24:00-04:00,GOOGL,2509.64990234375,400
2021-07-09 13:24:00-04:00,MSFT,277.239990234375,20619
2021-07-09 13:25:00-04:00,GOOGL,2509.669921875,1040
2021-07-09 13:25:00-04:00,MSFT,277.2300109863281,24172
2021-07-09 13:26:00-04:00,MSFT,277.17999267578125,21865
2021-07-09 13:27:00-04:00,GOOGL,2509.199951171875,489
2021-07-09 13:27:00-04:00,MSFT,277.2149963378906,24832
2021-07-09 13:28:00-04:00,GOOGL,2509.529541015625,979
2021-07-09 13:28:00-04:00,MSFT,277.1499938964844,15464
2021-07-09 13:29:00-04:00,MSFT,277.20001220703125,20020
2021-07-09 13:30:00-04:00,GOOGL,2509.969970703125,2025
2021-07-09 13:30:00-04:00,MSFT,277.2049865722656,22846
2021-07-09 13:31:00-04:00,MSFT,277.22821044921875,18800
2021-07-09 13:32:00-04:00,GOOGL,2510.280029296875,1437
2021-07-09 13:32:00-04:00,MSFT,277.260009765625,20035
2021-07-09 13:33:00-04:00,MSFT,277.239990234375,17688
2021-07-09 13:34:00-04:00,GOOGL,2509.64990234375,628
2021-07-09 13:34:00-04:00,MSFT,277.20001220703125,19322
2021-07-09 13:35:00-04:00,MSFT,277.19500732421875,23126
2021-07-09 13:36:00-04:00,GOOGL,2509.977294921875,1035
2021-07-09 13:36:00-04:00,MSFT,277.2229919433594,26590
2021-07-09 13:37:00-04:00,MSFT,277.1615905761719,21442
2021-07-09 13:38:00-04:00,GOOGL,2510.52001953125,1831
2021-07-09 13:38:00-04:00,MSFT,277.2200012207031,31858
2021-07-09 13:39:00-04:00,GOOGL,2511.1201171875,436
2021-07-09 13:39:00-04:00,MSFT,277.3299865722656,30702
2021-07-09 13:40:00-04:00,GOOGL,2511.409912109375,1060
2021-07-09 13:40:00-04:00,MSFT,277.239990234375,44338
2021-07-09 13:41:00-04:00,MSFT,277.3684997558594,17830
2021-07-09 13:42:00-04:00,GOOGL,2510.5,873
2021-07-09 13:42:00-04:00,MSFT,277.42999267578125,30539
2021-07-09 13:43:00-04:00,GOOGL,2510.7099609375,1212
2021-07-09 13:43:00-04:00,MSFT,277.3085021972656,23190
2021-07-09 13:44:00-04:00,GOOGL,2510.760009765625,1334
2021-07-09 13:44:00-04:00,MSFT,277.25,23196
2021-07-09 13:45:00-04:00,MSFT,277.30999755859375,18288
2021-07-09 13:46:00-04:00,GOOGL,2510.75,976
2021-07-09 13:46:00-04:00,MSFT,277.2799987792969,18900
2021-07-09 13:47:00-04:00,GOOGL,2510.989990234375,1039
2021-07-09 13:47:00-04:00,MSFT,277.2300109863281,19501
2021-07-09 13:48:00-04:00,MSFT,277.2200012207031,13025
2021-07-09 13:49:00-04:00,GOOGL,2509.195068359375,988
2021-07-09 13:49:00-04:00,MSFT,277.1499938964844,26241
2021-07-09 13:50:00-04:00,GOOGL,2509.2099609375,1557
2021-07-09 13:50:00-04:00,MSFT,277.0899963378906,27767
2021-07-09 13:51:00-04:00,MSFT,277.10198974609375,16821
2021-07-09 13:52:00-04:00,GOOGL,2509.22509765625,792
2021-07-09 13:52:00-04:00,MSFT,277.17999267578125,15235
